Entity,Code,Year,9.b.1 - Proportion of medium and high-tech manufacturing value added in total value added (%) - NV_IND_TECH
Southern Europe,,2012,39.73
Southern Europe,,2013,40.49
Southern Europe,,2014,41.11
Southern Europe,,2015,40.73
Southern Europe,,2016,40.74
Southern Europe,,2017,41.13
Southern Europe,,2018,40.61
Southern Europe,,2019,39.63
Spain,ESP,2000,34.12
Spain,ESP,2001,33.81
Spain,ESP,2002,33.01
Spain,ESP,2003,33.17
Spain,ESP,2004,32.4
Spain,ESP,2005,31.23
Spain,ESP,2006,31.79
Spain,ESP,2007,32.51
Spain,ESP,2008,34.33
Spain,ESP,2009,36.32
Spain,ESP,2010,37.81
Spain,ESP,2011,37.65
Spain,ESP,2012,38.8
Spain,ESP,2013,39.65
Spain,ESP,2014,41.8
Spain,ESP,2015,41.18
Spain,ESP,2016,41.18
Spain,ESP,2017,40.88
Spain,ESP,2018,40.22
Spain,ESP,2019,39.54
Sri Lanka,LKA,2000,9.44
Sri Lanka,LKA,2001,10.49
Sri Lanka,LKA,2002,10.49
Sri Lanka,LKA,2003,10.49
Sri Lanka,LKA,2004,19.54
Sri Lanka,LKA,2005,19.54
Sri Lanka,LKA,2006,17.62
Sri Lanka,LKA,2007,8.89
Sri Lanka,LKA,2008,13.93
Sri Lanka,LKA,2009,8.96
Sri Lanka,LKA,2010,11.79
Sri Lanka,LKA,2011,7.9
Sri Lanka,LKA,2012,7.96
Sri Lanka,LKA,2013,9.84
Sri Lanka,LKA,2014,8.07
Sri Lanka,LKA,2015,10.19
Sri Lanka,LKA,2016,9.38
Sri Lanka,LKA,2017,8.21
Sri Lanka,LKA,2018,7.74
Sri Lanka,LKA,2019,7.74
Sub-Saharan Africa,,2000,20.86
Sub-Saharan Africa,,2001,21.53
Sub-Saharan Africa,,2002,22.09
Sub-Saharan Africa,,2003,21.65
Sub-Saharan Africa,,2004,21.49
Sub-Saharan Africa,,2005,21.28
Sub-Saharan Africa,,2006,20.92
Sub-Saharan Africa,,2007,20.06
Sub-Saharan Africa,,2008,20.09
Sub-Saharan Africa,,2009,20.22
Sub-Saharan Africa,,2010,20.45
Sub-Saharan Africa,,2011,20.36
Sub-Saharan Africa,,2012,20.71
Sub-Saharan Africa,,2013,21.43
Sub-Saharan Africa,,2014,21.96
Sub-Saharan Africa,,2015,21.66
Sub-Saharan Africa,,2016,20.5
Sub-Saharan Africa,,2017,19.82
Sub-Saharan Africa,,2018,20.54
Sub-Saharan Africa,,2019,21.4
Sub-Saharan Africa (inc. Sudan),,2000,20.86
Sub-Saharan Africa (inc. Sudan),,2001,21.53
Sub-Saharan Africa (inc. Sudan),,2002,22.09
Sub-Saharan Africa (inc. Sudan),,2003,21.65
Sub-Saharan Africa (inc. Sudan),,2004,21.49
Sub-Saharan Africa (inc. Sudan),,2005,21.28
Sub-Saharan Africa (inc. Sudan),,2006,20.92
Sub-Saharan Africa (inc. Sudan),,2007,20.06
Sub-Saharan Africa (inc. Sudan),,2008,20.09
Sub-Saharan Africa (inc. Sudan),,2009,20.22
Sub-Saharan Africa (inc. Sudan),,2010,20.45
Sub-Saharan Africa (inc. Sudan),,2011,20.36
Sub-Saharan Africa (inc. Sudan),,2012,20.71
Sub-Saharan Africa (inc. Sudan),,2013,21.43
Sub-Saharan Africa (inc. Sudan),,2014,21.96
Sub-Saharan Africa (inc. Sudan),,2015,21.66
Sub-Saharan Africa (inc. Sudan),,2016,20.5
Sub-Saharan Africa (inc. Sudan),,2017,19.82
Sub-Saharan Africa (inc. Sudan),,2018,20.54
Sub-Saharan Africa (inc. Sudan),,2019,21.4
Suriname,SUR,2000,12.97
Suriname,SUR,2001,12.97
Suriname,SUR,2002,12.97
Suriname,SUR,2003,11.62
Suriname,SUR,2004,11.62
Suriname,SUR,2005,11.62
Suriname,SUR,2006,11.62
Suriname,SUR,2007,11.62
Suriname,SUR,2008,11.62
Suriname,SUR,2009,11.62
Suriname,SUR,2010,11.62
Suriname,SUR,2011,11.62
Suriname,SUR,2012,11.62
Suriname,SUR,2013,11.62
Suriname,SUR,2014,11.62
Suriname,SUR,2015,11.62
Suriname,SUR,2016,11.62
Suriname,SUR,2017,11.62
Suriname,SUR,2018,11.62
Suriname,SUR,2019,11.62
Sweden,SWE,2000,50.24
Sweden,SWE,2001,47.7
Sweden,SWE,2002,48.03
Sweden,SWE,2003,51.29
Sweden,SWE,2004,53.2
Sweden,SWE,2005,53.59
Sweden,SWE,2006,53.86
Sweden,SWE,2007,53.24
Sweden,SWE,2008,46.06
Sweden,SWE,2009,41.63
Sweden,SWE,2010,45.04
Sweden,SWE,2011,47.73
Sweden,SWE,2012,54.62
Sweden,SWE,2013,55.15
Sweden,SWE,2014,46.54
Sweden,SWE,2015,53.61
Sweden,SWE,2016,52.78
Sweden,SWE,2017,53.05
Sweden,SWE,2018,53.23
Sweden,SWE,2019,52.37
Switzerland,CHE,2000,55.65
Switzerland,CHE,2001,52.05
Switzerland,CHE,2002,59
Switzerland,CHE,2003,57.14
Switzerland,CHE,2004,57.18
Switzerland,CHE,2005,62.17
Switzerland,CHE,2006,63.69
Switzerland,CHE,2007,65.5
Switzerland,CHE,2008,63.98
Switzerland,CHE,2009,60.98
Switzerland,CHE,2010,61.39
Switzerland,CHE,2011,60.93
Switzerland,CHE,2012,62.71
Switzerland,CHE,2013,62.67
Switzerland,CHE,2014,63.09
Switzerland,CHE,2015,63.64
Switzerland,CHE,2016,63.4
Switzerland,CHE,2017,65.12
Switzerland,CHE,2018,66.29
Switzerland,CHE,2019,65.55
Syria,SYR,2000,21.52
Syria,SYR,2001,21.52
Syria,SYR,2002,21.52
Syria,SYR,2003,21.52
Syria,SYR,2004,21.52
Syria,SYR,2005,21.52
Syria,SYR,2006,21.52
Syria,SYR,2007,21.52
Syria,SYR,2008,21.52
Syria,SYR,2009,21.52
Syria,SYR,2010,21.52
Syria,SYR,2011,21.52
Syria,SYR,2012,21.52
Syria,SYR,2013,21.52
Syria,SYR,2014,21.52
Syria,SYR,2015,21.52
Syria,SYR,2016,21.52
Syria,SYR,2017,21.52
Syria,SYR,2018,21.52
Syria,SYR,2019,21.52
Tajikistan,TJK,2000,2.7
Tajikistan,TJK,2001,2.7
Tajikistan,TJK,2002,2.7
Tajikistan,TJK,2003,2.7
Tajikistan,TJK,2004,2.7
Tajikistan,TJK,2005,2.53
Tajikistan,TJK,2006,3.28
Tajikistan,TJK,2007,1.26
Tajikistan,TJK,2008,2.61
Tajikistan,TJK,2009,2.61
Tajikistan,TJK,2010,3.65
Tajikistan,TJK,2011,3.65
Tajikistan,TJK,2012,2.95
Tajikistan,TJK,2013,2.49
Tajikistan,TJK,2014,1.86
Tajikistan,TJK,2015,2.19
Tajikistan,TJK,2016,2.83
Tajikistan,TJK,2017,2.8
Tajikistan,TJK,2018,2.6
Tajikistan,TJK,2019,2.65
Tanzania,TZA,2000,20.21
Tanzania,TZA,2001,20.21
Tanzania,TZA,2002,19.32
Tanzania,TZA,2003,8.32
Tanzania,TZA,2004,4.89
Tanzania,TZA,2005,3.7
Tanzania,TZA,2006,1.38
Tanzania,TZA,2007,1.38
Tanzania,TZA,2008,11.17
Tanzania,TZA,2009,8.56
Tanzania,TZA,2010,12
Tanzania,TZA,2011,12.14
Tanzania,TZA,2012,11.48
Tanzania,TZA,2013,6.83
Tanzania,TZA,2014,6.75
Tanzania,TZA,2015,6.6
Tanzania,TZA,2016,6.46
Tanzania,TZA,2017,6.45
Tanzania,TZA,2018,6.45
Tanzania,TZA,2019,6.46
Thailand,THA,2000,37.94
Thailand,THA,2001,37.86
Thailand,THA,2002,42.11
Thailand,THA,2003,42.03
Thailand,THA,2004,42.03
Thailand,THA,2005,46.27
Thailand,THA,2006,46.38
Thailand,THA,2007,46.27
Thailand,THA,2008,46.27
Thailand,THA,2009,43.84
Thailand,THA,2010,43.84
Thailand,THA,2011,40.63
Thailand,THA,2012,40.71
Thailand,THA,2013,40.71
Thailand,THA,2014,41.36
Thailand,THA,2015,41.36
Thailand,THA,2016,40.35
Thailand,THA,2017,41.36
Thailand,THA,2018,41.36
Thailand,THA,2019,41.36
Tonga,TON,2000,1.61
Tonga,TON,2001,1.61
Tonga,TON,2002,1.61
Tonga,TON,2003,1.61
Tonga,TON,2004,1.61
Tonga,TON,2005,1.61
Tonga,TON,2006,1.61
Tonga,TON,2007,1.61
Tonga,TON,2008,1.61
Tonga,TON,2009,1.61
Tonga,TON,2010,1.61
Tonga,TON,2011,1.61
Tonga,TON,2012,1.61
Tonga,TON,2013,1.61
Tonga,TON,2014,1.61
Tonga,TON,2015,1.61
Tonga,TON,2016,1.61
Tonga,TON,2017,1.61
Tonga,TON,2018,1.61
Tonga,TON,2019,1.61
Trinidad and Tobago,TTO,2000,27.14
Trinidad and Tobago,TTO,2001,28.91
Trinidad and Tobago,TTO,2002,23.81
Trinidad and Tobago,TTO,2003,30.08
Trinidad and Tobago,TTO,2004,34.56
Trinidad and Tobago,TTO,2005,36.53
Trinidad and Tobago,TTO,2006,39.6
Trinidad and Tobago,TTO,2007,39.6
Trinidad and Tobago,TTO,2008,39.6
Trinidad and Tobago,TTO,2009,39.6
Trinidad and Tobago,TTO,2010,39.6
Trinidad and Tobago,TTO,2011,39.6
Trinidad and Tobago,TTO,2012,39.6
Trinidad and Tobago,TTO,2013,39.6
Trinidad and Tobago,TTO,2014,39.6
Trinidad and Tobago,TTO,2015,39.6
Trinidad and Tobago,TTO,2016,39.6
Trinidad and Tobago,TTO,2017,39.6
Trinidad and Tobago,TTO,2018,39.6
Trinidad and Tobago,TTO,2019,39.6
Tunisia,TUN,2000,19.58
Tunisia,TUN,2001,20.29
Tunisia,TUN,2002,21.12
Tunisia,TUN,2003,9.67
Tunisia,TUN,2004,9.6
Tunisia,TUN,2005,9.83
Tunisia,TUN,2006,9.32
Tunisia,TUN,2007,26.49
Tunisia,TUN,2008,7.17
Tunisia,TUN,2009,7.04
Tunisia,TUN,2010,7.47
Tunisia,TUN,2011,24.25
Tunisia,TUN,2012,26.15
Tunisia,TUN,2013,25.92
Tunisia,TUN,2014,25.86
Tunisia,TUN,2015,25.05
Tunisia,TUN,2016,27.57
Tunisia,TUN,2017,27.57
Tunisia,TUN,2018,27.57
Tunisia,TUN,2019,27.57
Turkey,TUR,2000,28.04
Turkey,TUR,2001,25.66
Turkey,TUR,2002,27.33
Turkey,TUR,2003,31.08
Turkey,TUR,2004,31.81
Turkey,TUR,2005,30.7
Turkey,TUR,2006,31.17
Turkey,TUR,2007,31.64
Turkey,TUR,2008,32.62
Turkey,TUR,2009,33.75
Turkey,TUR,2010,32.69
Turkey,TUR,2011,32.11
Turkey,TUR,2012,32.04
Turkey,TUR,2013,31.25
Turkey,TUR,2014,31.99
Turkey,TUR,2015,32.85
Turkey,TUR,2016,33.16
Turkey,TUR,2017,33.59
Turkey,TUR,2018,35.45
Turkey,TUR,2019,33.72
Uganda,UGA,2000,11.07
Uganda,UGA,2001,11.07
Uganda,UGA,2002,11.07
Uganda,UGA,2003,11.07
Uganda,UGA,2004,11.07
Uganda,UGA,2005,11.07
Uganda,UGA,2006,11.07
Uganda,UGA,2007,11.07
Uganda,UGA,2008,11.07
Uganda,UGA,2009,11.07
Uganda,UGA,2010,11.07
Uganda,UGA,2011,11.07
Uganda,UGA,2012,11.07
Uganda,UGA,2013,11.07
Uganda,UGA,2014,11.07
Uganda,UGA,2015,11.07
Uganda,UGA,2016,11.07
Uganda,UGA,2017,11.07
Uganda,UGA,2018,11.07
Uganda,UGA,2019,11.07
Ukraine,UKR,2000,23.34
Ukraine,UKR,2001,33.01
Ukraine,UKR,2002,33.14
Ukraine,UKR,2003,32.98
Ukraine,UKR,2004,33.48
Ukraine,UKR,2005,33.12
Ukraine,UKR,2006,33.15
Ukraine,UKR,2007,33.15
Ukraine,UKR,2008,32.92
Ukraine,UKR,2009,32.91
Ukraine,UKR,2010,32.74
Ukraine,UKR,2011,32.79
Ukraine,UKR,2012,34.97
Ukraine,UKR,2013,41.98
Ukraine,UKR,2014,31.15
Ukraine,UKR,2015,30.69
Ukraine,UKR,2016,29.9
Ukraine,UKR,2017,27.4
Ukraine,UKR,2018,28.84
Ukraine,UKR,2019,28.1
United Arab Emirates,ARE,2000,37.63
United Arab Emirates,ARE,2001,37.63
United Arab Emirates,ARE,2002,37.63
United Arab Emirates,ARE,2003,37.63
United Arab Emirates,ARE,2004,37.63
United Arab Emirates,ARE,2005,37.63
United Arab Emirates,ARE,2006,37.63
United Arab Emirates,ARE,2007,37.63
United Arab Emirates,ARE,2008,37.63
United Arab Emirates,ARE,2009,37.63
United Arab Emirates,ARE,2010,37.63
United Arab Emirates,ARE,2011,37.63
United Arab Emirates,ARE,2012,37.78
United Arab Emirates,ARE,2013,37.87
United Arab Emirates,ARE,2014,37.83
United Arab Emirates,ARE,2015,35.93
United Arab Emirates,ARE,2016,35.92
United Arab Emirates,ARE,2017,36.63
United Arab Emirates,ARE,2018,37.49
United Arab Emirates,ARE,2019,37.49
United Kingdom,GBR,2000,43.46
United Kingdom,GBR,2001,42.24
United Kingdom,GBR,2002,42.67
United Kingdom,GBR,2003,41.97
United Kingdom,GBR,2004,42.18
United Kingdom,GBR,2005,42.38
United Kingdom,GBR,2006,43.81
United Kingdom,GBR,2007,43.46
United Kingdom,GBR,2008,44.89
United Kingdom,GBR,2009,47.82
United Kingdom,GBR,2010,49.74
United Kingdom,GBR,2011,49.54
United Kingdom,GBR,2012,49.23
United Kingdom,GBR,2013,50.53
United Kingdom,GBR,2014,50.18
United Kingdom,GBR,2015,48.32
United Kingdom,GBR,2016,46.66
United Kingdom,GBR,2017,48.11
United Kingdom,GBR,2018,48.73
United Kingdom,GBR,2019,48.17
United States,USA,2000,51.01
United States,USA,2001,49.57
United States,USA,2002,50.38
United States,USA,2003,50.41
United States,USA,2004,50.39
United States,USA,2005,49.31
United States,USA,2006,49.47
United States,USA,2007,50.61
United States,USA,2008,51.33
United States,USA,2009,47.43
United States,USA,2010,48.07
United States,USA,2011,47.59
United States,USA,2012,47.79
United States,USA,2013,47.5
United States,USA,2014,48.7
United States,USA,2015,48.32
United States,USA,2016,47.95
United States,USA,2017,48.31
United States,USA,2018,47.83
United States,USA,2019,47.05
Uruguay,URY,2000,13.16
Uruguay,URY,2001,13.6
Uruguay,URY,2002,13.8
Uruguay,URY,2003,14.83
Uruguay,URY,2004,10.82
Uruguay,URY,2005,11.36
Uruguay,URY,2006,13.41
Uruguay,URY,2007,14.25
Uruguay,URY,2008,14.46
Uruguay,URY,2009,13.22
Uruguay,URY,2010,13.8
Uruguay,URY,2011,13.9
Uruguay,URY,2012,15.29
Uruguay,URY,2013,19.04
Uruguay,URY,2014,18.47
Uruguay,URY,2015,18.48
Uruguay,URY,2016,18.48
Uruguay,URY,2017,18.48
Uruguay,URY,2018,18.48
Uruguay,URY,2019,18.48
Uzbekistan,UZB,2000,19.73
Uzbekistan,UZB,2001,19.73
Uzbekistan,UZB,2002,19.73
Uzbekistan,UZB,2003,19.73
Uzbekistan,UZB,2004,19.73
Uzbekistan,UZB,2005,19.73
Uzbekistan,UZB,2006,19.73
Uzbekistan,UZB,2007,19.73
Uzbekistan,UZB,2008,19.73
Uzbekistan,UZB,2009,19.73
Uzbekistan,UZB,2010,19.73
Uzbekistan,UZB,2011,19.73
Uzbekistan,UZB,2012,19.73
Uzbekistan,UZB,2013,19.73
Uzbekistan,UZB,2014,19.94
Uzbekistan,UZB,2015,18.03
Uzbekistan,UZB,2016,16.6
Uzbekistan,UZB,2017,20.08
Uzbekistan,UZB,2018,23.46
Uzbekistan,UZB,2019,23.27
Venezuela,VEN,2000,34.28
Venezuela,VEN,2001,34.28
Venezuela,VEN,2002,34.28
Venezuela,VEN,2003,34.28
Venezuela,VEN,2004,34.28
Venezuela,VEN,2005,34.28
Venezuela,VEN,2006,34.28
Venezuela,VEN,2007,34.28
Venezuela,VEN,2008,34.28
Venezuela,VEN,2009,34.28
Venezuela,VEN,2010,34.28
Venezuela,VEN,2011,34.28
Venezuela,VEN,2012,34.28
Venezuela,VEN,2013,34.28
Venezuela,VEN,2014,34.28
Venezuela,VEN,2015,34.28
Venezuela,VEN,2016,34.28
Venezuela,VEN,2017,34.28
Venezuela,VEN,2018,34.28
Venezuela,VEN,2019,34.28
Vietnam,VNM,2000,23.45
Vietnam,VNM,2001,21.86
Vietnam,VNM,2002,21.86
Vietnam,VNM,2003,21.86
Vietnam,VNM,2004,24.04
Vietnam,VNM,2005,24.04
Vietnam,VNM,2006,25.43
Vietnam,VNM,2007,26.14
Vietnam,VNM,2008,25.73
Vietnam,VNM,2009,29.62
Vietnam,VNM,2010,25.43
Vietnam,VNM,2011,20.54
Vietnam,VNM,2012,25.59
Vietnam,VNM,2013,32.39
Vietnam,VNM,2014,40.83
Vietnam,VNM,2015,38.69
Vietnam,VNM,2016,39.2
Vietnam,VNM,2017,41.3
Vietnam,VNM,2018,39.48
Vietnam,VNM,2019,39.01
Western Africa,,2000,25.35
Western Africa,,2001,25.94
Western Africa,,2002,25.7
Western Africa,,2003,25.06
Western Africa,,2004,23.74
Western Africa,,2005,24.08
Western Africa,,2006,24.76
Western Africa,,2007,24.72
Western Africa,,2008,25.69
Western Africa,,2009,25.84
Western Africa,,2010,25.58
Western Africa,,2011,26.06
Western Africa,,2012,26.98
Western Africa,,2013,28.4
Western Africa,,2014,29.18
Western Africa,,2015,29.06
Western Africa,,2016,27.97
Western Africa,,2017,27.42
Western Africa,,2018,27.62
Western Africa,,2019,28.75
Western Asia,,2000,32.2
Western Asia,,2001,29.59
Western Asia,,2002,33.35
Western Asia,,2003,33.6
Western Asia,,2004,33.55
Western Asia,,2005,34.4
Western Asia,,2006,34.58
Western Asia,,2007,35.24
Western Asia,,2008,35.89
Western Asia,,2009,34.75
Western Asia,,2010,33.85
Western Asia,,2011,32.34
Western Asia,,2012,34.59
Western Asia,,2013,33.9
Western Asia,,2014,34.55
Western Asia,,2015,34.48
Western Asia,,2016,34.58
Western Asia,,2017,34.1
Western Asia,,2018,36.34
Western Asia,,2019,35.48
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2000,26.36
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2001,24.76
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2002,30.47
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2003,31.07
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2004,30.93
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2005,32.04
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2006,31.89
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2007,32.52
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2008,33.25
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2009,31.56
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2010,30.52
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2011,32.07
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2012,34.04
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2013,33.41
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2014,34
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2015,34.06
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2016,34.21
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2017,33.62
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2018,36.26
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2019,35.33
Western Europe,,2000,50.17
Western Europe,,2001,50.02
Western Europe,,2002,50.78
Western Europe,,2003,51.49
Western Europe,,2004,51.2
Western Europe,,2005,52.36
Western Europe,,2006,52.92
Western Europe,,2007,53.56
Western Europe,,2008,54.55
Western Europe,,2009,52.99
Western Europe,,2010,54.46
Western Europe,,2011,55.47
Western Europe,,2012,56.44
Western Europe,,2013,56.69
Western Europe,,2014,57.97
Western Europe,,2015,58.07
Western Europe,,2016,58.01
Western Europe,,2017,58.25
Western Europe,,2018,58.14
Western Europe,,2019,57.09
World,OWID_WRL,2000,46.72
World,OWID_WRL,2001,45.8
World,OWID_WRL,2002,46.52
World,OWID_WRL,2003,46.65
World,OWID_WRL,2004,46.09
World,OWID_WRL,2005,45.75
World,OWID_WRL,2006,45.79
World,OWID_WRL,2007,45.88
World,OWID_WRL,2008,45.67
World,OWID_WRL,2009,44.77
World,OWID_WRL,2010,45.29
World,OWID_WRL,2011,45.13
World,OWID_WRL,2012,45.22
World,OWID_WRL,2013,44.94
World,OWID_WRL,2014,45.45
World,OWID_WRL,2015,45.73
World,OWID_WRL,2016,45.64
World,OWID_WRL,2017,45.8
World,OWID_WRL,2018,45.65
World,OWID_WRL,2019,45.11
Yemen,YEM,2000,5.62
Yemen,YEM,2001,2.27
Yemen,YEM,2002,2.06
Yemen,YEM,2003,1.52
Yemen,YEM,2004,2.31
Yemen,YEM,2005,2.56
Yemen,YEM,2006,2.66
Yemen,YEM,2007,1.84
Yemen,YEM,2008,1.46
Yemen,YEM,2009,1.75
Yemen,YEM,2010,2.37
Yemen,YEM,2011,2.26
Yemen,YEM,2012,2.25
Yemen,YEM,2013,2.2
Yemen,YEM,2014,2.06
Yemen,YEM,2015,2.06
Yemen,YEM,2016,2.06
Yemen,YEM,2017,2.06
Yemen,YEM,2018,2.06
Yemen,YEM,2019,2.06
Zambia,ZMB,2000,21.08
Zambia,ZMB,2001,21.08
Zambia,ZMB,2002,21.08
Zambia,ZMB,2003,6.08
Zambia,ZMB,2004,6.08
Zambia,ZMB,2005,6.08
Zambia,ZMB,2006,6.08
Zambia,ZMB,2007,6.08
Zambia,ZMB,2008,6.08
Zambia,ZMB,2009,6.08
Zambia,ZMB,2010,6.08
Zambia,ZMB,2011,15.03
Zambia,ZMB,2012,14.77
Zambia,ZMB,2013,9.92
Zambia,ZMB,2014,9.67
Zambia,ZMB,2015,10.08
Zambia,ZMB,2016,9.73
Zambia,ZMB,2017,9.73
Zambia,ZMB,2018,9.73
Zambia,ZMB,2019,9.73
Zimbabwe,ZWE,2000,9.9
Zimbabwe,ZWE,2001,9.9
Zimbabwe,ZWE,2002,9.9
Zimbabwe,ZWE,2003,9.9
Zimbabwe,ZWE,2004,9.9
Zimbabwe,ZWE,2005,9.9
Zimbabwe,ZWE,2006,9.9
Zimbabwe,ZWE,2007,9.9
Zimbabwe,ZWE,2008,9.9
Zimbabwe,ZWE,2009,9.9
Zimbabwe,ZWE,2010,24.65
Zimbabwe,ZWE,2011,21.1
Zimbabwe,ZWE,2012,19.68
Zimbabwe,ZWE,2013,21.79
Zimbabwe,ZWE,2014,23.48
Zimbabwe,ZWE,2015,21.2
Zimbabwe,ZWE,2016,25.99
Zimbabwe,ZWE,2017,21.51
Zimbabwe,ZWE,2018,21.39
Zimbabwe,ZWE,2019,21.39
